Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-10404,2023-08-04,2023-08-06,Standard Class,CUST-1238,Customer 1238,Home Office,United Kingdom,Birmingham,England,79002,South,PROD-100,Furniture,Chairs,Chairs 157,766.82,3,0.12,55.35
ORD-10405,2023-03-23,2023-03-24,Second Class,CUST-1133,Customer 1133,Corporate,United Kingdom,Cardiff,England,52413,Central,PROD-122,Technology,Phones,Phones 925,1059.68,2,0.12,196.96
ORD-10406,2023-07-15,2023-07-19,Second Class,CUST-1792,Customer 1792,Consumer,United Kingdom,Glasgow,Scotland,57826,West,PROD-482,Technology,Machines,Machines 245,1564.02,4,0.24,238.4
ORD-10407,2023-04-13,2023-04-19,First Class,CUST-1309,Customer 1309,Corporate,United Kingdom,Birmingham,England,67261,South,PROD-598,Technology,Phones,Phones 444,214.86,1,0.09,41.85
ORD-10408,2023-06-19,2023-06-20,First Class,CUST-1710,Customer 1710,Home Office,United Kingdom,Glasgow,Wales,39260,Central,PROD-703,Furniture,Bookcases,Bookcases 675,1028.49,3,0.29,34.49
ORD-10409,2023-04-28,2023-05-03,First Class,CUST-1705,Customer 1705,Corporate,United Kingdom,Birmingham,England,10235,West,PROD-686,Office Supplies,Binders,Binders 851,166.1,5,0.18,22.75
ORD-10410,2023-12-05,2023-12-08,First Class,CUST-1616,Customer 1616,Corporate,United Kingdom,Glasgow,Scotland,38953,South,PROD-679,Technology,Phones,Phones 286,1058.76,3,0.13,190.98
ORD-10411,2023-03-22,2023-03-25,Second Class,CUST-1763,Customer 1763,Consumer,United Kingdom,Birmingham,Wales,51879,East,PROD-751,Office Supplies,Paper,Paper 439,114.88,3,0.16,11.55
ORD-10412,2023-03-20,2023-03-26,Second Class,CUST-1746,Customer 1746,Corporate,United Kingdom,Leeds,England,44761,East,PROD-355,Technology,Machines,Machines 754,1485.93,3,0.11,277.66
ORD-10413,2023-06-27,2023-07-04,Standard Class,CUST-1110,Customer 1110,Home Office,United Kingdom,London,England,60585,East,PROD-850,Office Supplies,Binders,Binders 905,123.28,3,0.27,11.45
ORD-10414,2023-04-15,2023-04-22,Second Class,CUST-1902,Customer 1902,Corporate,United Kingdom,Manchester,Scotland,59197,South,PROD-948,Furniture,Tables,Tables 604,851.31,3,0.21,46.41
ORD-10415,2023-03-23,2023-03-26,Second Class,CUST-1703,Customer 1703,Consumer,United Kingdom,Birmingham,Wales,19661,South,PROD-401,Technology,Machines,Machines 876,527.82,1,0.25,72.89
ORD-10416,2023-06-19,2023-06-23,First Class,CUST-1075,Customer 1075,Corporate,United Kingdom,Birmingham,Wales,31090,East,PROD-176,Office Supplies,Binders,Binders 207,73.68,3,0.18,9.08
ORD-10417,2023-04-11,2023-04-13,First Class,CUST-1914,Customer 1914,Corporate,United Kingdom,Cardiff,England,66534,East,PROD-268,Office Supplies,Storage,Storage 728,85.16,2,0.16,2.31
ORD-10418,2023-06-25,2023-06-26,First Class,CUST-1339,Customer 1339,Consumer,United Kingdom,Birmingham,Wales,82628,South,PROD-847,Furniture,Chairs,Chairs 203,436.98,2,0.08,44.66
ORD-10419,2023-07-23,2023-07-26,First Class,CUST-1243,Customer 1243,Consumer,United Kingdom,London,Wales,84943,Central,PROD-960,Technology,Accessories,Accessories 404,461.81,2,0.14,84.81
ORD-10420,2023-05-30,2023-05-31,First Class,CUST-1003,Customer 1003,Corporate,United Kingdom,London,Wales,96772,South,PROD-714,Furniture,Chairs,Chairs 469,344.66,2,0.26,13.36
ORD-10421,2023-07-16,2023-07-22,Standard Class,CUST-1211,Customer 1211,Consumer,United Kingdom,Cardiff,Wales,20739,South,PROD-964,Furniture,Chairs,Chairs 126,687.93,2,0.06,67.14
ORD-10422,2023-06-08,2023-06-10,First Class,CUST-1500,Customer 1500,Home Office,United Kingdom,Manchester,England,94130,East,PROD-496,Office Supplies,Binders,Binders 582,39.21,2,0.21,9.17
ORD-10423,2023-06-07,2023-06-14,Standard Class,CUST-1191,Customer 1191,Corporate,United Kingdom,London,Wales,67637,West,PROD-369,Office Supplies,Binders,Binders 478,22.95,1,0.08,1.09
ORD-10424,2023-03-23,2023-03-30,First Class,CUST-1154,Customer 1154,Home Office,United Kingdom,Cardiff,England,21233,West,PROD-452,Office Supplies,Storage,Storage 163,72.95,2,0.06,5.58
ORD-10425,2023-06-07,2023-06-13,First Class,CUST-1062,Customer 1062,Corporate,United Kingdom,Glasgow,Scotland,64870,South,PROD-803,Technology,Phones,Phones 666,1527.85,4,0.15,264.91
ORD-10426,2023-06-11,2023-06-15,First Class,CUST-1306,Customer 1306,Consumer,United Kingdom,Leeds,Scotland,14551,South,PROD-684,Technology,Phones,Phones 587,1210.36,2,0.16,194.31
ORD-10427,2023-04-30,2023-05-07,Second Class,CUST-1971,Customer 1971,Consumer,United Kingdom,Birmingham,England,26539,West,PROD-533,Furniture,Tables,Tables 277,606.17,3,0.11,44.74
ORD-10428,2023-06-24,2023-06-29,Standard Class,CUST-1842,Customer 1842,Home Office,United Kingdom,Birmingham,Scotland,43801,East,PROD-844,Technology,Accessories,Accessories 306,1101.04,2,0.08,211.05
ORD-10429,2023-09-01,2023-09-02,Standard Class,CUST-1406,Customer 1406,Home Office,United Kingdom,Manchester,Wales,78116,East,PROD-994,Furniture,Tables,Tables 669,442.58,2,0.12,36.51
ORD-10430,2023-04-26,2023-05-03,Second Class,CUST-1535,Customer 1535,Corporate,United Kingdom,London,Wales,29613,East,PROD-680,Technology,Machines,Machines 701,359.99,3,0.23,57.96
ORD-10431,2023-06-28,2023-07-01,Standard Class,CUST-1103,Customer 1103,Corporate,United Kingdom,Glasgow,Scotland,55071,East,PROD-370,Furniture,Bookcases,Bookcases 898,420.76,2,0.37,9.98
ORD-10432,2023-06-16,2023-06-17,Standard Class,CUST-1623,Customer 1623,Corporate,United Kingdom,London,England,46099,South,PROD-247,Technology,Accessories,Accessories 685,1173.78,3,0.15,213.44
ORD-10433,2023-05-31,2023-06-06,Standard Class,CUST-1707,Customer 1707,Consumer,United Kingdom,London,Scotland,72287,South,PROD-481,Furniture,Tables,Tables 439,77.62,1,0.34,-2.21
ORD-10434,2023-05-11,2023-05-14,Second Class,CUST-1287,Customer 1287,Corporate,United Kingdom,Glasgow,Scotland,99764,East,PROD-989,Office Supplies,Binders,Binders 418,99.2,3,0.14,11.01
ORD-10435,2023-05-04,2023-05-06,First Class,CUST-1453,Customer 1453,Corporate,United Kingdom,Manchester,Scotland,64627,West,PROD-761,Furniture,Tables,Tables 861,206.5,1,0.07,28.69
ORD-10436,2023-07-04,2023-07-06,Standard Class,CUST-1935,Customer 1935,Corporate,United Kingdom,Cardiff,Wales,77698,East,PROD-940,Furniture,Tables,Tables 316,974.13,3,0.04,99.72
ORD-10437,2023-03-06,2023-03-13,First Class,CUST-1318,Customer 1318,Home Office,United Kingdom,Bristol,Wales,27779,East,PROD-682,Technology,Phones,Phones 167,1136.84,3,0.23,164.13
ORD-10438,2023-05-20,2023-05-22,Second Class,CUST-1852,Customer 1852,Consumer,United Kingdom,Glasgow,England,42701,East,PROD-567,Furniture,Chairs,Chairs 996,618.05,2,0.18,44.28
ORD-10439,2023-05-05,2023-05-06,Standard Class,CUST-1280,Customer 1280,Corporate,United Kingdom,Glasgow,Wales,76207,East,PROD-750,Office Supplies,Storage,Storage 303,32.07,1,0.2,6.13
ORD-10440,2023-09-01,2023-09-05,Standard Class,CUST-1381,Customer 1381,Corporate,United Kingdom,Bristol,Wales,33276,East,PROD-700,Technology,Phones,Phones 347,1336.67,3,0.1,262.04
ORD-10441,2023-05-01,2023-05-05,Standard Class,CUST-1915,Customer 1915,Corporate,United Kingdom,Cardiff,Scotland,21847,Central,PROD-128,Office Supplies,Paper,Paper 957,93.48,3,0.04,8.21
ORD-10442,2023-05-15,2023-05-20,Second Class,CUST-1585,Customer 1585,Consumer,United Kingdom,Glasgow,England,94853,South,PROD-793,Furniture,Chairs,Chairs 974,558.68,4,0.07,62.98
ORD-10443,2023-08-04,2023-08-09,Standard Class,CUST-1525,Customer 1525,Consumer,United Kingdom,Glasgow,Scotland,11166,West,PROD-235,Office Supplies,Storage,Storage 519,77.25,3,0.12,18.72
ORD-10444,2023-07-07,2023-07-11,Standard Class,CUST-1258,Customer 1258,Home Office,United Kingdom,Glasgow,Wales,94245,West,PROD-533,Technology,Phones,Phones 329,311.28,1,0.12,49.45
ORD-10445,2023-08-06,2023-08-09,First Class,CUST-1223,Customer 1223,Corporate,United Kingdom,Manchester,Scotland,78241,South,PROD-506,Office Supplies,Binders,Binders 358,106.7,3,0.16,8.04
ORD-10446,2023-05-05,2023-05-10,First Class,CUST-1989,Customer 1989,Corporate,United Kingdom,Bristol,Scotland,87826,East,PROD-389,Furniture,Bookcases,Bookcases 778,337.26,3,0.19,16.85
ORD-10447,2023-08-11,2023-08-13,Standard Class,CUST-1065,Customer 1065,Corporate,United Kingdom,Manchester,Scotland,52616,Central,PROD-367,Technology,Phones,Phones 593,1476.78,3,0.08,299.53
ORD-10448,2023-08-30,2023-09-01,First Class,CUST-1783,Customer 1783,Consumer,United Kingdom,London,Scotland,62965,Central,PROD-427,Furniture,Chairs,Chairs 629,817.73,3,0.06,80.67
ORD-10449,2023-03-26,2023-03-27,Standard Class,CUST-1509,Customer 1509,Corporate,United Kingdom,Manchester,Wales,63031,West,PROD-854,Technology,Phones,Phones 771,1400.39,2,0.02,297.07
ORD-10450,2023-06-25,2023-06-29,First Class,CUST-1835,Customer 1835,Consumer,United Kingdom,Manchester,Scotland,39145,East,PROD-647,Technology,Machines,Machines 685,1610.5,4,0.2,256.45
ORD-10451,2023-07-23,2023-07-25,Second Class,CUST-1307,Customer 1307,Consumer,United Kingdom,Glasgow,Scotland,83170,South,PROD-400,Technology,Accessories,Accessories 619,361.56,1,0.31,46.01
ORD-10452,2023-06-22,2023-06-28,First Class,CUST-1264,Customer 1264,Home Office,United Kingdom,Glasgow,Scotland,33995,East,PROD-443,Office Supplies,Paper,Paper 858,8.37,1,0.18,-0.56
ORD-10453,2023-04-20,2023-04-22,Standard Class,CUST-1762,Customer 1762,Corporate,United Kingdom,Leeds,Wales,58717,East,PROD-699,Furniture,Tables,Tables 328,598.31,3,0.29,19.44
ORD-10454,2023-04-18,2023-04-24,Second Class,CUST-1054,Customer 1054,Home Office,United Kingdom,Bristol,Scotland,91350,Central,PROD-583,Office Supplies,Paper,Paper 581,55.81,1,0.23,9.73
ORD-10455,2024-02-09,2024-02-10,Second Class,CUST-1697,Customer 1697,Corporate,United Kingdom,Bristol,Wales,64146,West,PROD-991,Technology,Phones,Phones 988,690.16,3,0.15,123.36
ORD-10456,2023-05-07,2023-05-09,First Class,CUST-1419,Customer 1419,Home Office,United Kingdom,Leeds,England,51469,West,PROD-284,Furniture,Chairs,Chairs 450,922.32,3,0.03,105.88
ORD-10457,2024-02-18,2024-02-21,Standard Class,CUST-1181,Customer 1181,Corporate,United Kingdom,Cardiff,England,10617,East,PROD-380,Office Supplies,Binders,Binders 746,180.16,3,0.16,21.71
ORD-10458,2023-07-30,2023-08-05,First Class,CUST-1162,Customer 1162,Corporate,United Kingdom,Glasgow,England,26961,West,PROD-544,Furniture,Bookcases,Bookcases 882,713.99,2,0.15,51.57
ORD-10459,2023-04-06,2023-04-13,First Class,CUST-1392,Customer 1392,Consumer,United Kingdom,London,Scotland,36137,South,PROD-482,Office Supplies,Binders,Binders 588,120.29,2,0.35,12.35
ORD-10460,2023-03-27,2023-04-03,Second Class,CUST-1018,Customer 1018,Home Office,United Kingdom,London,Scotland,42613,East,PROD-810,Office Supplies,Storage,Storage 295,31.82,2,0.12,12.98
ORD-10461,2023-02-19,2023-02-20,Second Class,CUST-1392,Customer 1392,Home Office,United Kingdom,Bristol,Wales,31891,Central,PROD-943,Office Supplies,Paper,Paper 205,41.7,1,0.21,3.72
ORD-10462,2023-03-12,2023-03-14,Standard Class,CUST-1745,Customer 1745,Home Office,United Kingdom,Bristol,Scotland,54280,East,PROD-803,Office Supplies,Binders,Binders 566,113.73,3,0.11,19.97
ORD-10463,2023-07-19,2023-07-22,Second Class,CUST-1768,Customer 1768,Consumer,United Kingdom,Birmingham,Wales,12506,West,PROD-329,Office Supplies,Binders,Binders 467,64.54,2,0.15,15.95
ORD-10464,2023-09-02,2023-09-05,First Class,CUST-1603,Customer 1603,Home Office,United Kingdom,Birmingham,England,58049,West,PROD-766,Furniture,Bookcases,Bookcases 122,766.79,4,0.45,-12.72
ORD-10465,2023-02-19,2023-02-21,Second Class,CUST-1789,Customer 1789,Home Office,United Kingdom,Bristol,England,87846,East,PROD-777,Office Supplies,Storage,Storage 361,158.02,3,0.31,6.07
ORD-10466,2023-06-27,2023-07-04,Second Class,CUST-1706,Customer 1706,Consumer,United Kingdom,Leeds,Wales,59840,East,PROD-660,Technology,Phones,Phones 149,1718.61,3,0.06,336.3
ORD-10467,2023-04-20,2023-04-25,Standard Class,CUST-1210,Customer 1210,Home Office,United Kingdom,Cardiff,Scotland,11219,Central,PROD-530,Office Supplies,Storage,Storage 256,106.52,2,0.13,14.85
ORD-10468,2023-08-03,2023-08-10,Second Class,CUST-1637,Customer 1637,Home Office,United Kingdom,Cardiff,England,64896,East,PROD-623,Technology,Machines,Machines 376,669.35,2,0.18,111.16
ORD-10469,2023-03-19,2023-03-23,Standard Class,CUST-1108,Customer 1108,Corporate,United Kingdom,Birmingham,Scotland,36181,East,PROD-951,Office Supplies,Paper,Paper 903,114.5,3,0.35,3.76
ORD-10470,2023-03-12,2023-03-14,Second Class,CUST-1302,Customer 1302,Consumer,United Kingdom,London,Scotland,75058,West,PROD-804,Office Supplies,Storage,Storage 519,61.48,2,0.07,10.08
ORD-10471,2023-08-29,2023-08-30,First Class,CUST-1013,Customer 1013,Home Office,United Kingdom,London,England,85255,South,PROD-605,Office Supplies,Paper,Paper 102,102.76,3,0.26,20.15
ORD-10472,2023-06-17,2023-06-18,Second Class,CUST-1740,Customer 1740,Home Office,United Kingdom,London,Wales,94454,West,PROD-567,Furniture,Bookcases,Bookcases 176,951.66,3,0.12,79.84
ORD-10473,2023-08-01,2023-08-06,Standard Class,CUST-1102,Customer 1102,Consumer,United Kingdom,Glasgow,England,48085,Central,PROD-920,Office Supplies,Binders,Binders 151,60.71,3,0.2,4.15
ORD-10474,2023-05-08,2023-05-15,First Class,CUST-1097,Customer 1097,Consumer,United Kingdom,London,England,96947,Central,PROD-274,Office Supplies,Storage,Storage 218,39.02,1,0.38,-0.67
ORD-10475,2023-06-26,2023-07-03,Second Class,CUST-1274,Customer 1274,Home Office,United Kingdom,London,Wales,54921,Central,PROD-216,Office Supplies,Binders,Binders 736,253.81,4,0.18,33.73
ORD-10476,2023-06-18,2023-06-25,First Class,CUST-1855,Customer 1855,Corporate,United Kingdom,Cardiff,Wales,65278,South,PROD-916,Office Supplies,Binders,Binders 378,22.59,2,0.13,2.98
ORD-10477,2023-10-27,2023-10-28,Standard Class,CUST-1743,Customer 1743,Consumer,United Kingdom,Glasgow,England,23593,West,PROD-704,Furniture,Chairs,Chairs 812,560.37,3,0.18,26.49
ORD-10478,2023-08-27,2023-09-01,Second Class,CUST-1185,Customer 1185,Home Office,United Kingdom,Leeds,Wales,90131,South,PROD-983,Technology,Machines,Machines 548,387.91,2,0.14,80.03
ORD-10479,2023-05-25,2023-06-01,Standard Class,CUST-1908,Customer 1908,Corporate,United Kingdom,Leeds,England,18301,West,PROD-770,Office Supplies,Binders,Binders 215,107.04,3,0.19,16.04
ORD-10480,2023-04-27,2023-04-28,First Class,CUST-1694,Customer 1694,Home Office,United Kingdom,Glasgow,Scotland,85582,Central,PROD-678,Furniture,Bookcases,Bookcases 989,613.93,2,0.21,32.01
ORD-10481,2023-03-21,2023-03-27,Standard Class,CUST-1535,Customer 1535,Home Office,United Kingdom,Cardiff,Scotland,22483,West,PROD-777,Technology,Accessories,Accessories 631,1348.55,3,0.09,261.11
ORD-10482,2023-05-26,2023-06-02,First Class,CUST-1692,Customer 1692,Home Office,United Kingdom,Leeds,England,83183,West,PROD-155,Office Supplies,Binders,Binders 779,173.9,4,0.11,30.43
ORD-10483,2023-06-07,2023-06-13,Second Class,CUST-1869,Customer 1869,Corporate,United Kingdom,Glasgow,Wales,31679,East,PROD-869,Technology,Phones,Phones 617,1185.57,2,0.13,210.85
ORD-10484,2023-04-07,2023-04-12,First Class,CUST-1993,Customer 1993,Corporate,United Kingdom,London,Scotland,39190,South,PROD-758,Office Supplies,Paper,Paper 438,163.44,3,0.04,24.06
ORD-10485,2023-04-25,2023-04-28,Second Class,CUST-1470,Customer 1470,Corporate,United Kingdom,Glasgow,Scotland,68733,South,PROD-977,Office Supplies,Paper,Paper 180,26.3,1,0.16,8.58
ORD-10486,2023-08-11,2023-08-15,Standard Class,CUST-1509,Customer 1509,Home Office,United Kingdom,Cardiff,England,23453,South,PROD-522,Office Supplies,Binders,Binders 221,59.44,2,0.16,4.55
ORD-10487,2023-04-14,2023-04-20,First Class,CUST-1845,Customer 1845,Consumer,United Kingdom,Glasgow,Scotland,91142,East,PROD-411,Technology,Machines,Machines 100,1024.9,2,0.06,205.02
ORD-10488,2023-08-11,2023-08-12,Standard Class,CUST-1973,Customer 1973,Corporate,United Kingdom,Manchester,England,39218,West,PROD-439,Technology,Machines,Machines 567,971.37,4,0.01,211.52
ORD-10489,2023-10-17,2023-10-24,Second Class,CUST-1733,Customer 1733,Corporate,United Kingdom,London,England,96364,South,PROD-102,Technology,Machines,Machines 472,1182.95,3,0.03,242.88
ORD-10490,2023-05-05,2023-05-06,Second Class,CUST-1298,Customer 1298,Home Office,United Kingdom,Bristol,Wales,23935,Central,PROD-268,Office Supplies,Storage,Storage 919,25.19,1,0.2,7.59
ORD-10491,2023-03-28,2023-04-02,Second Class,CUST-1738,Customer 1738,Corporate,United Kingdom,London,Wales,90065,South,PROD-292,Furniture,Bookcases,Bookcases 860,957.42,5,0.2,54.7
ORD-10492,2023-05-20,2023-05-27,Standard Class,CUST-1844,Customer 1844,Consumer,United Kingdom,Cardiff,Wales,24125,East,PROD-147,Office Supplies,Paper,Paper 568,179.36,4,0.18,32.81
ORD-10493,2023-07-25,2023-07-30,First Class,CUST-1603,Customer 1603,Home Office,United Kingdom,Birmingham,Wales,10568,East,PROD-853,Office Supplies,Binders,Binders 774,105.38,3,0.09,19.05
ORD-10494,2023-04-14,2023-04-19,Second Class,CUST-1599,Customer 1599,Corporate,United Kingdom,Bristol,England,85832,East,PROD-848,Technology,Accessories,Accessories 958,1119.79,3,0.12,205.13
ORD-10495,2023-02-24,2023-02-28,Standard Class,CUST-1614,Customer 1614,Home Office,United Kingdom,Manchester,Scotland,60418,West,PROD-723,Furniture,Tables,Tables 773,286.55,1,0.24,9.4
ORD-10496,2023-05-13,2023-05-16,Standard Class,CUST-1993,Customer 1993,Corporate,United Kingdom,Leeds,England,28111,West,PROD-716,Office Supplies,Binders,Binders 451,163.33,3,0.13,22.08
ORD-10497,2023-04-10,2023-04-17,Second Class,CUST-1321,Customer 1321,Home Office,United Kingdom,Cardiff,Scotland,92913,Central,PROD-305,Technology,Machines,Machines 981,391.82,1,0.12,66.66
ORD-10498,2023-03-27,2023-04-02,Second Class,CUST-1703,Customer 1703,Corporate,United Kingdom,Cardiff,England,95208,West,PROD-615,Technology,Machines,Machines 397,944.4,3,0.16,158.85
ORD-10499,2023-05-20,2023-05-23,First Class,CUST-1360,Customer 1360,Home Office,United Kingdom,Leeds,Scotland,84794,Central,PROD-827,Technology,Phones,Phones 879,1000.89,3,0.2,152.25
ORD-10500,2023-06-28,2023-06-30,First Class,CUST-1546,Customer 1546,Corporate,United Kingdom,Glasgow,Wales,11673,South,PROD-209,Technology,Machines,Machines 961,1784.94,3,0.2,289.5
ORD-10501,2023-07-05,2023-07-10,Standard Class,CUST-1686,Customer 1686,Consumer,United Kingdom,Birmingham,Wales,31094,East,PROD-799,Office Supplies,Paper,Paper 154,124.47,3,0.06,21.61
ORD-10502,2023-08-12,2023-08-14,Standard Class,CUST-1803,Customer 1803,Corporate,United Kingdom,Birmingham,Scotland,14234,Central,PROD-933,Furniture,Chairs,Chairs 807,127.65,1,0.08,17.91
ORD-10503,2023-03-21,2023-03-23,First Class,CUST-1691,Customer 1691,Home Office,United Kingdom,Bristol,England,94819,South,PROD-498,Furniture,Bookcases,Bookcases 988,941.27,3,0.26,41.86
ORD-10504,2023-06-12,2023-06-14,Standard Class,CUST-1709,Customer 1709,Home Office,United Kingdom,London,Wales,60797,West,PROD-907,Technology,Machines,Machines 394,1699.29,4,0.1,333.17
ORD-10505,2023-04-22,2023-04-23,Second Class,CUST-1761,Customer 1761,Corporate,United Kingdom,Birmingham,Scotland,68073,Central,PROD-748,Technology,Phones,Phones 113,924.92,2,0.08,173.31
ORD-10506,2023-04-23,2023-04-27,Standard Class,CUST-1617,Customer 1617,Consumer,United Kingdom,Glasgow,Scotland,35362,Central,PROD-559,Technology,Machines,Machines 856,638.41,2,0.08,123.72
ORD-10507,2023-08-06,2023-08-10,Standard Class,CUST-1985,Customer 1985,Consumer,United Kingdom,Cardiff,Scotland,25643,West,PROD-141,Technology,Phones,Phones 291,279.28,2,0.07,50.36
ORD-10508,2023-03-02,2023-03-09,Standard Class,CUST-1133,Customer 1133,Consumer,United Kingdom,Bristol,Wales,10739,South,PROD-577,Office Supplies,Storage,Storage 370,112.21,3,0.15,8.82
ORD-10509,2023-11-01,2023-11-06,First Class,CUST-1611,Customer 1611,Consumer,United Kingdom,Glasgow,Scotland,90689,West,PROD-408,Furniture,Chairs,Chairs 430,541.22,3,0.1,44.15
ORD-10510,2023-03-20,2023-03-24,Second Class,CUST-1074,Customer 1074,Home Office,United Kingdom,Manchester,Scotland,38830,South,PROD-633,Technology,Machines,Machines 466,1144.74,3,0.14,199.28
ORD-10511,2023-05-04,2023-05-07,Second Class,CUST-1556,Customer 1556,Home Office,United Kingdom,Leeds,England,55796,East,PROD-318,Technology,Phones,Phones 525,460.1,1,0.1,91.39
ORD-10512,2023-06-04,2023-06-08,First Class,CUST-1223,Customer 1223,Home Office,United Kingdom,Bristol,Wales,83575,Central,PROD-109,Office Supplies,Binders,Binders 400,55.04,2,0.3,1.09
ORD-10513,2023-06-15,2023-06-19,Second Class,CUST-1246,Customer 1246,Home Office,United Kingdom,Bristol,Scotland,41958,East,PROD-798,Technology,Accessories,Accessories 556,1065.9,3,0.24,152.73
ORD-10514,2023-07-06,2023-07-08,First Class,CUST-1262,Customer 1262,Home Office,United Kingdom,Cardiff,Wales,13238,Central,PROD-941,Office Supplies,Paper,Paper 495,173.36,4,0.16,31.48
ORD-10515,2023-05-05,2023-05-06,Standard Class,CUST-1498,Customer 1498,Consumer,United Kingdom,Manchester,Scotland,35232,Central,PROD-626,Technology,Machines,Machines 556,1823.11,3,0.07,362.05
ORD-10516,2023-05-25,2023-05-27,Second Class,CUST-1550,Customer 1550,Home Office,United Kingdom,London,Scotland,18581,East,PROD-786,Furniture,Chairs,Chairs 891,621.34,2,0.1,52.61
ORD-10517,2023-03-18,2023-03-22,First Class,CUST-1106,Customer 1106,Consumer,United Kingdom,Bristol,Scotland,67047,West,PROD-936,Technology,Accessories,Accessories 955,2206.12,4,0.29,288.12
ORD-10518,2023-05-31,2023-06-07,Second Class,CUST-1024,Customer 1024,Corporate,United Kingdom,Cardiff,Wales,14965,East,PROD-175,Technology,Machines,Machines 257,1127.38,2,0.04,223.64
ORD-10519,2023-09-04,2023-09-07,Standard Class,CUST-1072,Customer 1072,Home Office,United Kingdom,Glasgow,England,43901,East,PROD-497,Furniture,Tables,Tables 671,631.72,2,0.16,49.67
ORD-10520,2023-06-16,2023-06-20,First Class,CUST-1323,Customer 1323,Consumer,United Kingdom,Leeds,Scotland,25506,South,PROD-106,Technology,Accessories,Accessories 543,358.58,1,0.25,57.74
ORD-10521,2023-09-13,2023-09-20,Standard Class,CUST-1717,Customer 1717,Consumer,United Kingdom,Manchester,Scotland,23911,East,PROD-905,Technology,Machines,Machines 146,836.94,2,0.29,111.91
ORD-10522,2023-04-14,2023-04-15,Second Class,CUST-1783,Customer 1783,Corporate,United Kingdom,Leeds,Wales,96602,Central,PROD-585,Technology,Phones,Phones 388,1441.81,3,0.12,261.63
ORD-10523,2023-05-02,2023-05-07,First Class,CUST-1764,Customer 1764,Corporate,United Kingdom,Glasgow,Scotland,48663,West,PROD-247,Technology,Phones,Phones 239,1619.87,4,0.11,303.57
ORD-10524,2023-05-25,2023-05-26,Second Class,CUST-1382,Customer 1382,Consumer,United Kingdom,Bristol,Scotland,28530,Central,PROD-142,Technology,Machines,Machines 763,1990.71,4,0.1,376.28
ORD-10525,2023-03-09,2023-03-14,First Class,CUST-1550,Customer 1550,Home Office,United Kingdom,London,Wales,37532,East,PROD-859,Technology,Machines,Machines 503,965.36,2,0.08,189.1
ORD-10526,2023-05-14,2023-05-15,Second Class,CUST-1871,Customer 1871,Home Office,United Kingdom,Birmingham,England,34116,Central,PROD-731,Furniture,Tables,Tables 761,545.15,3,0.43,-7.26
ORD-10527,2023-06-03,2023-06-09,Standard Class,CUST-1687,Customer 1687,Home Office,United Kingdom,Glasgow,England,81939,Central,PROD-760,Furniture,Chairs,Chairs 285,677.21,3,0.1,53.79
ORD-10528,2023-02-23,2023-02-26,Standard Class,CUST-1256,Customer 1256,Consumer,United Kingdom,Birmingham,Scotland,86099,East,PROD-438,Office Supplies,Storage,Storage 168,99.75,2,0.05,24.28
ORD-10529,2023-05-06,2023-05-09,Second Class,CUST-1240,Customer 1240,Consumer,United Kingdom,Manchester,Scotland,19149,Central,PROD-425,Furniture,Bookcases,Bookcases 771,522.79,2,0.13,47.43
ORD-10530,2023-04-05,2023-04-08,First Class,CUST-1675,Customer 1675,Corporate,United Kingdom,Cardiff,Scotland,29974,South,PROD-680,Office Supplies,Binders,Binders 731,102.83,2,0.18,10.41
ORD-10531,2023-05-29,2023-05-30,Standard Class,CUST-1004,Customer 1004,Corporate,United Kingdom,Birmingham,England,93995,Central,PROD-383,Office Supplies,Binders,Binders 272,56.91,2,0.18,7.54
ORD-10532,2023-08-22,2023-08-25,Standard Class,CUST-1339,Customer 1339,Corporate,United Kingdom,Leeds,Wales,57020,Central,PROD-598,Furniture,Bookcases,Bookcases 850,1147.02,4,0.18,77.49
ORD-10533,2023-05-29,2023-06-04,Second Class,CUST-1083,Customer 1083,Corporate,United Kingdom,Glasgow,England,80597,East,PROD-369,Furniture,Bookcases,Bookcases 721,267.22,1,0.23,13.72
ORD-10534,2023-02-26,2023-03-03,First Class,CUST-1869,Customer 1869,Home Office,United Kingdom,Cardiff,England,86269,East,PROD-514,Technology,Phones,Phones 119,1561.16,4,0.0,353.44
ORD-10535,2023-03-18,2023-03-21,Standard Class,CUST-1556,Customer 1556,Home Office,United Kingdom,Leeds,Scotland,29481,West,PROD-501,Furniture,Bookcases,Bookcases 366,446.23,2,0.18,26.07
ORD-10536,2023-03-02,2023-03-08,Second Class,CUST-1297,Customer 1297,Consumer,United Kingdom,Leeds,Scotland,76900,West,PROD-506,Technology,Machines,Machines 977,84.12,3,0.15,9.29
ORD-10537,2023-05-10,2023-05-17,Second Class,CUST-1244,Customer 1244,Home Office,United Kingdom,Cardiff,England,77388,Central,PROD-556,Technology,Phones,Phones 778,769.36,2,0.14,137.5
ORD-10538,2023-04-16,2023-04-17,Standard Class,CUST-1675,Customer 1675,Consumer,United Kingdom,Cardiff,Scotland,73373,West,PROD-141,Furniture,Bookcases,Bookcases 679,909.65,3,0.24,43.17
